state,year,month,total_consumption_ML,domestic_ML,agriculture_ML,industrial_ML,population_est
Gujarat,2016,9,1971046.45,1968949.43,1688.22,408.8,7025734
Gujarat,2016,10,1471813.35,1469352.29,2220.51,240.56,7025734
Gujarat,2016,11,1913922.71,1910669.21,2577.31,676.19,7025734
Gujarat,2016,12,1405120.49,1402655.22,2171.41,293.86,7025734
Gujarat,2017,1,2047029.19,2044070.2,2808.93,150.05,7095296
Gujarat,2017,2,1693921.33,1692782.38,1077.57,61.38,7095296
Gujarat,2017,3,2515551.31,2513831.78,1529.85,189.68,7095296
Gujarat,2017,4,2605975.24,2602670.8,3109.75,194.68,7095296
Gujarat,2017,5,2862211.35,2859911.08,2155.13,145.14,7095296
Gujarat,2017,6,1706673.58,1703305.87,2966.52,401.19,7095296
Gujarat,2017,7,2564986.04,2562901.57,1855.6,228.87,7095296
Gujarat,2017,8,1944937.0,1942112.76,2214.97,609.26,7095296
Gujarat,2017,9,2104067.78,2101275.33,2484.48,307.97,7095296
Gujarat,2017,10,1259211.29,1257576.59,1480.07,154.63,7095296
Gujarat,2017,11,1969878.72,1967147.28,2216.73,514.71,7095296
Gujarat,2017,12,1724033.43,1721219.15,2366.64,447.64,7095296
Gujarat,2018,1,1903233.22,1901948.54,1194.1,90.58,7164858
Gujarat,2018,2,2124131.63,2120713.55,2745.55,672.54,7164858
Gujarat,2018,3,1846932.5,1846091.91,754.82,85.76,7164858
Gujarat,2018,4,1737387.15,1734292.25,2450.85,644.05,7164858
Gujarat,2018,5,2980991.01,2978684.0,1943.21,363.8,7164858
Gujarat,2018,6,2095016.66,2092410.27,2272.0,334.4,7164858
Gujarat,2018,7,1780712.39,1779630.31,988.9,93.18,7164858
Gujarat,2018,8,2473473.21,2471321.93,1818.54,332.73,7164858
Gujarat,2018,9,2210617.56,2206480.64,3655.37,481.54,7164858
Gujarat,2018,10,1581378.91,1579113.68,1859.6,405.63,7164858
Gujarat,2018,11,2009367.14,2007584.46,1647.46,135.23,7164858
Gujarat,2018,12,2022400.63,2019720.47,2187.62,492.55,7164858
Gujarat,2019,1,2419947.4,2415659.76,3558.82,728.82,7234419
Gujarat,2019,2,1863162.19,1862125.14,925.0,112.05,7234419
Gujarat,2019,3,2308942.9,2306532.3,2229.17,181.43,7234419
Gujarat,2019,4,3070581.31,3069204.99,1176.72,199.6,7234419
Gujarat,2019,5,2503320.9,2500710.42,2200.91,409.56,7234419
Gujarat,2019,6,1925837.87,1923175.71,2121.22,540.95,7234419
Gujarat,2019,7,1559309.15,1557304.09,1779.2,225.86,7234419
Gujarat,2019,8,2082657.66,2078527.29,3297.75,832.62,7234419
Gujarat,2019,9,1926690.57,1923149.5,3035.51,505.55,7234419
Gujarat,2019,10,1478281.47,1475756.21,2123.65,401.62,7234419
Gujarat,2019,11,1690853.68,1687615.95,2656.24,581.49,7234419
Gujarat,2019,12,1839277.34,1835724.33,3053.6,499.4,7234419
Gujarat,2020,1,2027067.51,2023543.44,2946.21,577.86,7303981
Gujarat,2020,2,2906104.91,2904271.2,1720.97,112.74,7303981
Gujarat,2020,3,2188920.36,2186035.54,2220.05,664.77,7303981
Gujarat,2020,4,2384080.27,2382315.83,1534.06,230.38,7303981
Gujarat,2020,5,1880589.19,1877712.31,2367.95,508.93,7303981
Gujarat,2020,6,2216430.22,2214245.77,2050.43,134.02,7303981
Gujarat,2020,7,2515831.2,2512232.91,3307.69,290.61,7303981
Gujarat,2020,8,1947960.23,1945123.32,2373.12,463.79,7303981
Gujarat,2020,9,1751009.06,1749219.12,1641.14,148.79,7303981
Gujarat,2020,10,2054588.36,2053284.15,1225.02,79.19,7303981
Gujarat,2020,11,1911760.34,1909056.18,2379.65,324.51,7303981
Gujarat,2020,12,2314382.61,2311754.0,2457.06,171.55,7303981
Gujarat,2021,1,2234300.69,2231542.15,2540.4,218.14,7373543
Gujarat,2021,2,1853566.18,1851440.13,1773.3,352.74,7373543
Gujarat,2021,3,1851928.65,1847647.04,3405.92,875.69,7373543
Gujarat,2021,4,1882850.59,1879903.04,2440.99,506.56,7373543
Gujarat,2021,5,2889473.66,2886346.32,2892.77,234.56,7373543
Gujarat,2021,6,2811055.32,2807499.55,3249.39,306.38,7373543
Gujarat,2021,7,2424770.84,2423519.11,1047.33,204.4,7373543
Gujarat,2021,8,2486953.68,2484874.23,1776.82,302.63,7373543
Gujarat,2021,9,2205825.32,2202373.44,2975.85,476.03,7373543
Gujarat,2021,10,1980256.26,1978399.22,1745.92,111.11,7373543
Gujarat,2021,11,1980654.54,1977595.51,2635.64,423.4,7373543
Gujarat,2021,12,1479351.97,1475919.79,2731.36,700.83,7373543
Gujarat,2022,1,2282398.86,2280071.77,1852.06,475.02,7443105
Gujarat,2022,2,2513059.28,2509031.29,3357.67,670.33,7443105
Gujarat,2022,3,2337230.89,2332569.07,4218.37,443.44,7443105
Gujarat,2022,4,2678639.89,2675794.31,2595.83,249.74,7443105
Gujarat,2022,5,1838335.23,1835603.02,2468.81,263.4,7443105
Gujarat,2022,6,2557327.7,2555790.02,1325.06,212.62,7443105
Gujarat,2022,7,1754683.42,1753306.22,1295.83,81.36,7443105
Gujarat,2022,8,1892991.12,1890807.88,1864.71,318.54,7443105
Gujarat,2022,9,1765598.92,1762377.47,3023.39,198.06,7443105
Gujarat,2022,10,1395486.89,1393079.25,2020.67,386.97,7443105
Gujarat,2022,11,2299793.21,2296934.61,2359.76,498.84,7443105
Gujarat,2022,12,1490132.5,1486656.38,2757.64,718.48,7443105
Gujarat,2023,1,1937733.29,1936530.72,1112.64,89.92,7512666
Gujarat,2023,2,2382273.71,2380518.48,1540.31,214.93,7512666
Gujarat,2023,3,3171569.02,3168374.1,2988.17,206.75,7512666
Gujarat,2023,4,1808326.57,1805939.38,1972.15,415.05,7512666
Gujarat,2023,5,2351988.1,2349626.13,2083.16,278.82,7512666
Gujarat,2023,6,1922388.97,1920880.51,1170.1,338.37,7512666
Gujarat,2023,7,2318352.88,2315603.91,2478.26,270.7,7512666
Gujarat,2023,8,1561457.96,1560059.42,1119.39,279.15,7512666
Gujarat,2023,9,2102703.64,2099978.52,2551.17,173.95,7512666
Gujarat,2023,10,1631265.19,1629009.98,1810.53,444.68,7512666
Gujarat,2023,11,2444838.72,2443123.55,1550.56,164.61,7512666
Gujarat,2023,12,1912832.1,1910261.62,1985.61,584.87,7512666
Gujarat,2024,1,1812222.19,1808224.91,3460.84,536.44,7582228
Gujarat,2024,2,2487271.26,2483794.96,2778.73,697.58,7582228
Gujarat,2024,3,3023113.1,3021966.22,993.87,153.01,7582228
Gujarat,2024,4,2616284.43,2613817.46,2090.83,376.15,7582228
Gujarat,2024,5,3208976.17,3207735.9,1144.96,95.32,7582228
Gujarat,2024,6,1918918.79,1913744.41,4074.64,1099.75,7582228
Gujarat,2024,7,2729847.72,2725864.2,3272.41,711.11,7582228
Gujarat,2024,8,2028675.83,2026688.44,1744.16,243.23,7582228
Gujarat,2024,9,2030180.78,2027319.22,2407.98,453.59,7582228
Gujarat,2024,10,1956826.16,1955259.48,1267.98,298.7,7582228
Gujarat,2024,11,1404301.17,1402138.4,1939.19,223.57,7582228
Gujarat,2024,12,2277052.6,2273508.03,2837.79,706.78,7582228
Gujarat,2025,1,2533984.13,2531499.41,2227.78,256.94,7651790
Gujarat,2025,2,2291227.71,2288244.85,2531.22,451.64,7651790
Gujarat,2025,3,2217408.51,2216469.3,761.32,177.88,7651790
Gujarat,2025,4,1871566.88,1868360.85,2494.25,711.78,7651790
Gujarat,2025,5,2055215.26,2052523.19,2266.75,425.32,7651790
Gujarat,2025,6,2274864.85,2272158.24,2124.26,582.35,7651790
Gujarat,2025,7,1845790.03,1844456.79,1047.6,285.64,7651790
Gujarat,2025,8,2182799.81,2178750.79,3498.32,550.7,7651790
Gujarat,2025,9,2222300.66,2219109.1,2856.75,334.81,7651790
Gujarat,2025,10,1572214.25,1570335.97,1667.2,211.07,7651790
Gujarat,2025,11,2006343.54,2003034.69,3091.24,217.6,7651790
Gujarat,2025,12,1579545.95,1578123.24,1206.18,216.53,7651790
Haryana,2015,1,1194560.08,1192837.73,1634.93,87.41,4888697
Haryana,2015,2,1666353.53,1663649.85,2163.52,540.15,4888697
Haryana,2015,3,2010809.83,2009499.61,1077.7,232.52,4888697
Haryana,2015,4,1810581.18,1807535.91,2343.89,701.38,4888697
Haryana,2015,5,1815438.17,1813778.63,1489.65,169.89,4888697
Haryana,2015,6,1289488.88,1288130.83,1073.74,284.3,4888697
Haryana,2015,7,1429016.44,1425917.43,2499.2,599.81,4888697
Haryana,2015,8,1179389.44,1177689.69,1541.83,157.92,4888697
Haryana,2015,9,1581202.85,1578496.92,2172.61,533.32,4888697
Haryana,2015,10,1399254.57,1396113.96,2431.92,708.68,4888697
Haryana,2015,11,1166665.65,1165181.2,1243.51,240.95,4888697
Haryana,2015,12,1100351.58,1097965.94,2114.84,270.8,4888697
Haryana,2016,1,1382784.15,1380438.64,2037.21,308.29,4937583
Haryana,2016,2,1345643.03,1343926.98,1377.41,338.63,4937583
Haryana,2016,3,2009925.89,2007743.31,1730.11,452.48,4937583
Haryana,2016,4,1359469.42,1355971.98,3056.75,440.69,4937583
Haryana,2016,5,1478664.59,1477727.6,842.52,94.48,4937583
Haryana,2016,6,1389520.9,1386196.51,2619.95,704.43,4937583
Haryana,2016,7,1280698.74,1277572.13,2877.23,249.38,4937583
Haryana,2016,8,1480816.31,1476994.83,3130.73,690.75,4937583
Haryana,2016,9,1134618.02,1132483.27,1976.65,158.11,4937583
Haryana,2016,10,1096839.79,1092649.84,3311.29,878.67,4937583
Haryana,2016,11,997525.96,993346.82,3375.84,803.3,4937583
Haryana,2016,12,1572390.52,1569575.87,2494.75,319.9,4937583
Haryana,2017,1,1753887.06,1752334.36,1273.3,279.4,4986470
Haryana,2017,2,1345596.02,1342182.07,3125.71,288.24,4986470
Haryana,2017,3,1227403.24,1224163.59,2827.29,412.36,4986470
Haryana,2017,4,1358733.07,1355505.95,2718.2,508.92,4986470
Haryana,2017,5,1355212.53,1351460.62,3219.9,532.01,4986470
Haryana,2017,6,1860595.27,1857138.1,2816.78,640.39,4986470
Haryana,2017,7,1130042.26,1126444.93,3153.49,443.84,4986470
Haryana,2017,8,1639905.78,1636878.56,2807.8,219.42,4986470
Haryana,2017,9,1202374.58,1198769.51,3225.61,379.46,4986470
Haryana,2017,10,1062716.76,1058771.57,3508.18,437.01,4986470
Haryana,2017,11,1466758.27,1464679.8,1819.57,258.9,4986470
Haryana,2017,12,1237445.27,1235525.25,1626.95,293.07,4986470
Haryana,2018,1,1423219.79,1418850.47,4028.54,340.79,5035357
Haryana,2018,2,2016258.93,2014306.82,1827.23,124.88,5035357
Haryana,2018,3,1816370.69,1814131.39,1796.8,442.49,5035357
Haryana,2018,4,1397901.35,1395272.11,2169.01,460.23,5035357
Haryana,2018,5,1585082.33,1582592.27,2113.41,376.65,5035357
Haryana,2018,6,1419793.25,1417175.16,2015.57,602.52,5035357
Haryana,2018,7,1417433.01,1414316.46,2830.5,286.05,5035357
Haryana,2018,8,1296782.88,1295381.92,1334.18,66.78,5035357
Haryana,2018,9,1583681.24,1580900.62,2574.43,206.19,5035357
Haryana,2018,10,943358.96,939903.3,2695.1,760.56,5035357
Haryana,2018,11,1228091.3,1227140.06,831.71,119.52,5035357
Haryana,2018,12,1455462.97,1452684.67,2578.11,200.19,5035357
Haryana,2019,1,1093589.76,1089375.92,3711.61,502.22,5084244
Haryana,2019,2,1546028.21,1543277.76,2336.38,414.06,5084244
Haryana,2019,3,2025140.97,2021606.37,3018.94,515.66,5084244
Haryana,2019,4,2182757.89,2179810.96,2649.75,297.17,5084244
Haryana,2019,5,1715292.52,1712301.06,2844.28,147.18,5084244
Haryana,2019,6,1508263.77,1506200.8,1644.17,418.8,5084244
Haryana,2019,7,1347799.48,1345062.92,2564.61,171.95,5084244
Haryana,2019,8,1128677.01,1126448.31,1984.88,243.82,5084244
Haryana,2019,9,1230787.75,1229365.2,1321.21,101.34,5084244
Haryana,2019,10,1588161.34,1587040.64,996.7,124.0,5084244
Haryana,2019,11,1143238.77,1141384.59,1715.84,138.34,5084244
Haryana,2019,12,1478584.48,1477429.58,1081.74,73.16,5084244
Haryana,2020,1,1848903.74,1847439.39,1369.23,95.11,5133131
Haryana,2020,2,2030481.5,2028320.1,1708.74,452.66,5133131
Haryana,2020,3,1375167.52,1371503.39,2949.33,714.8,5133131
Haryana,2020,4,2153226.08,2149511.66,2959.91,754.5,5133131
Haryana,2020,5,2068271.61,2066898.79,1199.74,173.08,5133131
Haryana,2020,6,1513442.75,1511339.22,1929.9,173.63,5133131
Haryana,2020,7,1662391.61,1660779.18,1290.87,321.57,5133131
Haryana,2020,8,1576413.25,1574382.05,1865.3,165.91,5133131
Haryana,2020,9,1338677.63,1337696.13,925.98,55.52,5133131
Haryana,2020,10,1111462.87,1108234.51,2505.7,722.66,5133131
Haryana,2020,11,1193956.78,1192750.48,937.33,268.96,5133131
Haryana,2020,12,1103457.0,1100936.27,2340.15,180.59,5133131
Haryana,2021,1,1929107.84,1927069.79,1688.64,349.41,5182018
Haryana,2021,2,1340672.58,1338832.68,1432.37,407.53,5182018
Haryana,2021,3,2119085.2,2115328.51,3519.94,236.75,5182018
Haryana,2021,4,1576178.67,1574044.61,1765.28,368.79,5182018
Haryana,2021,5,1568856.32,1567196.06,1449.34,210.92,5182018
Haryana,2021,6,1284961.97,1283360.53,1443.56,157.88,5182018
Haryana,2021,7,1341974.39,1338599.75,2958.59,416.05,5182018
Haryana,2021,8,1658700.59,1656905.46,1537.9,257.23,5182018
Haryana,2021,9,1542866.36,1541230.83,1548.3,87.23,5182018
Haryana,2021,10,1425771.14,1424225.93,1452.35,92.86,5182018
Haryana,2021,11,1399082.27,1397604.29,1359.95,118.03,5182018
Haryana,2021,12,1238064.55,1236670.6,1090.97,302.97,5182018
Haryana,2022,1,1097646.3,1095043.96,2030.67,571.67,5230905
Haryana,2022,2,1326397.25,1323045.72,3042.84,308.69,5230905
Haryana,2022,3,1964579.85,1961832.15,2321.39,426.3,5230905
Haryana,2022,4,1451105.15,1449202.14,1487.75,415.26,5230905
Haryana,2022,5,1556446.93,1554281.18,1681.47,484.29,5230905
Haryana,2022,6,1866593.36,1863093.77,2755.1,744.49,5230905
Haryana,2022,7,1134589.52,1133019.35,1270.4,299.78,5230905
Haryana,2022,8,1751506.92,1749317.27,1928.3,261.35,5230905
Haryana,2022,9,1679512.97,1677605.42,1493.32,414.23,5230905
Haryana,2022,10,1351396.77,1347927.84,2768.6,700.32,5230905
Haryana,2022,11,1209900.13,1207521.29,1905.39,473.46,5230905
Haryana,2022,12,1770309.97,1766884.81,2772.5,652.66,5230905
Haryana,2023,1,1811726.5,1808414.65,2878.7,433.15,5279792
Haryana,2023,2,1822331.96,1819801.96,2044.87,485.13,5279792
Haryana,2023,3,1601019.97,1597784.59,2727.0,508.38,5279792
Haryana,2023,4,1473342.12,1471455.4,1525.05,361.67,5279792
Haryana,2023,5,1724395.23,1722684.39,1463.79,247.05,5279792
Haryana,2023,6,2034851.29,2031885.88,2417.15,548.26,5279792
Haryana,2023,7,1323963.73,1321860.25,2002.86,100.62,5279792
Haryana,2023,8,1053067.61,1049420.56,3283.89,363.16,5279792
Haryana,2023,9,1468181.52,1464935.13,2634.99,611.39,5279792
Haryana,2023,10,1387477.05,1383933.73,2851.91,691.41,5279792
Haryana,2023,11,1706830.6,1703895.67,2750.35,184.58,5279792
Haryana,2023,12,1749084.97,1747912.81,1035.52,136.65,5279792
Haryana,2024,1,1837542.4,1834615.92,2315.92,610.56,5328679
Haryana,2024,2,1520459.57,1518011.83,2283.27,164.47,5328679
Haryana,2024,3,2037173.18,2033856.94,3038.59,277.65,5328679
Haryana,2024,4,2000727.17,1998339.05,1975.57,412.56,5328679
Haryana,2024,5,1453282.06,1451524.49,1477.03,280.54,5328679
Haryana,2024,6,2015502.6,2012491.38,2598.45,412.76,5328679
Haryana,2024,7,1959772.47,1956620.25,2827.79,324.42,5328679
Haryana,2024,8,1073616.48,1070278.37,3089.91,248.2,5328679
Haryana,2024,9,1203051.03,1199897.65,2888.87,264.52,5328679
Haryana,2024,10,1234083.31,1230282.73,2940.59,859.99,5328679
Haryana,2024,11,1532091.63,1528202.57,3541.92,347.13,5328679
Haryana,2024,12,1578177.07,1574566.45,3007.3,603.32,5328679
Haryana,2025,1,1561967.69,1559302.42,2424.31,240.95,5377566
Haryana,2025,2,1981286.44,1980120.87,1088.05,77.51,5377566
Haryana,2025,3,1710201.32,1707642.55,2151.06,407.72,5377566
Haryana,2025,4,1650166.28,1646030.76,3229.21,906.31,5377566
Haryana,2025,5,1776361.73,1774607.4,1370.42,383.9,5377566
Haryana,2025,6,1218789.1,1215915.56,2326.44,547.1,5377566
Haryana,2025,7,1556459.0,1555029.16,1188.03,241.82,5377566
Haryana,2025,8,1235196.24,1232461.25,2363.28,371.71,5377566
Haryana,2025,9,1034480.89,1033198.01,1167.59,115.29,5377566
Haryana,2025,10,1340357.4,1336930.06,3216.69,210.65,5377566
Haryana,2025,11,1426197.96,1424605.8,1262.62,329.54,5377566
Haryana,2025,12,1255894.31,1253849.36,1929.24,115.72,5377566
Himachal Pradesh,2015,1,1622446.26,1620628.09,1610.58,207.58,5722966
Himachal Pradesh,2015,2,1392923.72,1391034.03,1758.06,131.63,5722966
Himachal Pradesh,2015,3,2177263.06,2173353.04,3487.04,422.98,5722966
Himachal Pradesh,2015,4,2065333.32,2063020.49,1975.92,336.9,5722966
Himachal Pradesh,2015,5,2165453.03,2163848.09,1508.32,96.62,5722966
Himachal Pradesh,2015,6,1782945.52,1779658.21,2733.52,553.79,5722966
Himachal Pradesh,2015,7,1715247.98,1713462.77,1500.43,284.79,5722966
Himachal Pradesh,2015,8,1558036.04,1557015.43,968.31,52.3,5722966
Himachal Pradesh,2015,9,1838998.57,1837185.64,1485.06,327.87,5722966
Himachal Pradesh,2015,10,1771807.18,1769523.63,2111.41,172.14,5722966
Himachal Pradesh,2015,11,1523546.94,1520185.66,2772.94,588.34,5722966
Himachal Pradesh,2015,12,1898546.79,1896262.1,2109.95,174.75,5722966
Himachal Pradesh,2016,1,1504135.85,1502553.88,1297.65,284.32,5780195
Himachal Pradesh,2016,2,1607786.43,1606209.24,1272.83,304.35,5780195
Himachal Pradesh,2016,3,1878181.2,1876764.63,1251.89,164.68,5780195
Himachal Pradesh,2016,4,1905447.39,1903939.17,1163.6,344.62,5780195
Himachal Pradesh,2016,5,1589622.64,1588243.31,1192.8,186.53,5780195
Himachal Pradesh,2016,6,1880915.31,1880078.13,790.83,46.35,5780195
Himachal Pradesh,2016,7,1637051.84,1633700.58,2921.78,429.48,5780195
Himachal Pradesh,2016,8,1854575.69,1853129.18,1126.7,319.81,5780195
Himachal Pradesh,2016,9,1680900.82,1677635.13,2542.3,723.4,5780195
Himachal Pradesh,2016,10,1251466.33,1249227.22,1827.55,411.57,5780195
Himachal Pradesh,2016,11,1693118.91,1689280.52,3108.93,729.47,5780195
Himachal Pradesh,2016,12,1172494.68,1170740.06,1565.66,188.96,5780195
Himachal Pradesh,2017,1,1517004.01,1512370.29,3580.5,1053.22,5837425
Himachal Pradesh,2017,2,1705263.02,1701844.84,2950.19,468.0,5837425
Himachal Pradesh,2017,3,2331605.21,2329978.32,1416.61,210.28,5837425
Himachal Pradesh,2017,4,2081112.64,2079040.94,1676.68,395.01,5837425
Himachal Pradesh,2017,5,1626135.97,1625112.08,937.63,86.27,5837425
Himachal Pradesh,2017,6,1679850.44,1678412.61,1350.9,86.93,5837425
Himachal Pradesh,2017,7,1787233.24,1783632.36,2960.8,640.08,5837425
Himachal Pradesh,2017,8,1504733.96,1502295.05,2115.85,323.05,5837425
Himachal Pradesh,2017,9,1486350.94,1485336.0,957.85,57.09,5837425
Himachal Pradesh,2017,10,1342332.4,1338242.0,3540.9,549.49,5837425
Himachal Pradesh,2017,11,1486968.46,1483057.27,3130.33,780.86,5837425
Himachal Pradesh,2017,12,1905420.78,1902795.17,2246.45,379.15,5837425
Himachal Pradesh,2018,1,1611010.17,1607325.97,2910.71,773.49,5894654
Himachal Pradesh,2018,2,1828921.12,1827688.8,1037.8,194.51,5894654
Himachal Pradesh,2018,3,1854322.42,1850661.58,3077.82,583.01,5894654
Himachal Pradesh,2018,4,1477419.26,1473960.29,2935.92,523.05,5894654
Himachal Pradesh,2018,5,1712496.84,1710474.27,1841.77,180.8,5894654
Himachal Pradesh,2018,6,1458576.08,1456472.56,1689.55,413.96,5894654
Himachal Pradesh,2018,7,1693067.32,1691398.9,1298.4,370.02,5894654
Himachal Pradesh,2018,8,1450942.05,1447677.86,2786.8,477.4,5894654
Himachal Pradesh,2018,9,1226294.4,1221677.15,3562.89,1054.36,5894654
Himachal Pradesh,2018,10,1087011.57,1085745.39,1029.32,236.86,5894654
Himachal Pradesh,2018,11,1310839.27,1309433.84,1204.38,201.05,5894654
Himachal Pradesh,2018,12,1688599.48,1686563.51,1926.59,109.39,5894654
Himachal Pradesh,2019,1,2018272.92,2017194.39,931.2,147.33,5951884
Himachal Pradesh,2019,2,1906429.58,1904065.59,2060.48,303.51,5951884
Himachal Pradesh,2019,3,2400051.09,2395717.02,3381.43,952.64,5951884
Himachal Pradesh,2019,4,2525425.99,2523467.43,1683.76,274.8,5951884
Himachal Pradesh,2019,5,1717050.42,1713426.1,3234.16,390.16,5951884
Himachal Pradesh,2019,6,1632565.84,1630502.84,1587.29,475.71,5951884
Himachal Pradesh,2019,7,1297144.81,1294501.49,2371.34,271.99,5951884
Himachal Pradesh,2019,8,1438145.64,1437353.2,703.88,88.55,5951884
Himachal Pradesh,2019,9,1917504.16,1913153.02,3406.25,944.89,5951884
Himachal Pradesh,2019,10,1061983.62,1059193.67,2167.64,622.31,5951884
Himachal Pradesh,2019,11,1159044.89,1157723.31,1254.41,67.17,5951884
Himachal Pradesh,2019,12,1385899.32,1383376.31,2062.58,460.42,5951884
Himachal Pradesh,2020,1,1990216.31,1986172.9,3416.97,626.44,6009114
Himachal Pradesh,2020,2,1783829.94,1782522.29,1010.27,297.39,6009114
Himachal Pradesh,2020,3,2382222.33,2380156.2,1742.18,323.95,6009114
Himachal Pradesh,2020,4,2243045.05,2240113.34,2259.39,672.33,6009114
Himachal Pradesh,2020,5,2108219.98,2106331.8,1647.44,240.74,6009114
Himachal Pradesh,2020,6,1721881.26,1719338.67,2041.51,501.08,6009114
Himachal Pradesh,2020,7,1739540.65,1736807.33,2182.3,551.02,6009114
Himachal Pradesh,2020,8,1380611.97,1378759.17,1575.34,277.46,6009114
Himachal Pradesh,2020,9,1317649.3,1316581.09,919.77,148.43,6009114
Himachal Pradesh,2020,10,1890904.26,1887285.77,2858.52,759.96,6009114
Himachal Pradesh,2020,11,1213645.29,1210791.82,2320.83,532.64,6009114
Himachal Pradesh,2020,12,1504114.43,1502669.47,1240.87,204.09,6009114
Himachal Pradesh,2021,1,1666936.79,1662662.94,3308.82,965.04,6066343
Himachal Pradesh,2021,2,1842499.69,1840576.31,1627.88,295.5,6066343
Himachal Pradesh,2021,3,2215461.47,2213702.75,1544.95,213.77,6066343
Himachal Pradesh,2021,4,1822617.12,1820386.67,1973.52,256.92,6066343
Himachal Pradesh,2021,5,1649541.99,1647631.88,1644.97,265.13,6066343
Himachal Pradesh,2021,6,1989093.65,1985247.32,3463.91,382.42,6066343
Himachal Pradesh,2021,7,1955577.05,1952636.93,2411.48,528.64,6066343
Himachal Pradesh,2021,8,1231969.83,1228978.2,2422.57,569.05,6066343
Himachal Pradesh,2021,9,1287884.8,1285240.24,2440.88,203.68,6066343
Himachal Pradesh,2021,10,1894672.11,1893519.38,1048.15,104.58,6066343
Himachal Pradesh,2021,11,1408008.23,1405631.69,2117.32,259.23,6066343
Himachal Pradesh,2021,12,1393986.68,1392322.38,1443.72,220.58,6066343
Himachal Pradesh,2022,1,1995866.03,1994275.91,1228.73,361.39,6123573
Himachal Pradesh,2022,2,2421447.82,2418828.25,2359.09,260.48,6123573
Himachal Pradesh,2022,3,1522062.79,1519927.5,1715.88,419.42,6123573
Himachal Pradesh,2022,4,2477238.12,2474506.89,2395.99,335.24,6123573
Himachal Pradesh,2022,5,2235788.63,2233969.95,1728.04,90.65,6123573
Himachal Pradesh,2022,6,1822396.44,1820356.04,1667.89,372.51,6123573
Himachal Pradesh,2022,7,2059577.51,2057771.26,1554.99,251.26,6123573
Himachal Pradesh,2022,8,1870213.97,1866406.19,2936.2,871.59,6123573
Himachal Pradesh,2022,9,1313023.23,1309967.1,2806.13,250.0,6123573
Himachal Pradesh,2022,10,1739249.58,1736572.44,2393.15,283.99,6123573
Himachal Pradesh,2022,11,1533647.44,1531326.39,1946.66,374.39,6123573
Himachal Pradesh,2022,12,1778847.94,1776441.8,2263.98,142.16,6123573
Himachal Pradesh,2023,1,1529821.02,1527542.84,1937.18,341.01,6180803
Himachal Pradesh,2023,2,1743445.59,1741720.0,1479.92,245.66,6180803
Himachal Pradesh,2023,3,1613796.74,1610076.75,3455.46,264.53,6180803
Himachal Pradesh,2023,4,2403995.79,2399963.52,3246.75,785.52,6180803
Himachal Pradesh,2023,5,1590809.83,1587591.09,2656.6,562.14,6180803
Himachal Pradesh,2023,6,1894587.86,1891831.33,2603.95,152.58,6180803
Himachal Pradesh,2023,7,1946950.61,1945884.81,898.38,167.42,6180803
Himachal Pradesh,2023,8,1321363.86,1318221.23,2516.61,626.01,6180803
Himachal Pradesh,2023,9,1267731.44,1266811.59,854.34,65.51,6180803
Himachal Pradesh,2023,10,1668196.72,1663277.45,3913.36,1005.91,6180803
Himachal Pradesh,2023,11,1682694.93,1681537.03,1038.46,119.44,6180803
Himachal Pradesh,2023,12,1561819.51,1558004.05,3172.69,642.77,6180803
Himachal Pradesh,2024,1,2170929.82,2167689.19,2896.59,344.04,6238032
Himachal Pradesh,2024,2,2113581.66,2111356.79,1712.21,512.67,6238032
Himachal Pradesh,2024,3,1780386.87,1778013.62,1884.89,488.36,6238032
Himachal Pradesh,2024,4,2663717.41,2659590.76,3869.99,256.65,6238032
Himachal Pradesh,2024,5,2436694.48,2433850.84,2345.18,498.46,6238032
Himachal Pradesh,2024,6,2499129.5,2495128.73,3449.59,551.18,6238032
Himachal Pradesh,2024,7,1343460.63,1341122.99,2006.84,330.8,6238032
Himachal Pradesh,2024,8,1257759.22,1255111.9,2267.99,379.34,6238032
Himachal Pradesh,2024,9,1973622.76,1970753.54,2690.28,178.94,6238032
Himachal Pradesh,2024,10,1965814.05,1964130.96,1439.19,243.9,6238032
Himachal Pradesh,2024,11,1455654.27,1452163.61,3124.93,365.73,6238032
Himachal Pradesh,2024,12,1507413.74,1505698.28,1413.21,302.25,6238032
Himachal Pradesh,2025,1,1355402.21,1353268.6,1995.44,138.17,6295262
Himachal Pradesh,2025,2,2168978.73,2166433.21,2290.86,254.66,6295262
Himachal Pradesh,2025,3,1984954.79,1981338.67,3044.79,571.33,6295262
Himachal Pradesh,2025,4,1742165.28,1740500.69,1302.72,361.87,6295262
Himachal Pradesh,2025,5,2457302.85,2454600.86,2277.05,424.94,6295262
Himachal Pradesh,2025,6,1516126.96,1512913.95,2687.34,525.67,6295262
Himachal Pradesh,2025,7,1509033.4,1507285.32,1657.93,90.15,6295262
Himachal Pradesh,2025,8,1263922.13,1260709.53,2560.09,652.5,6295262
Himachal Pradesh,2025,9,1441046.23,1439427.01,1532.41,86.81,6295262
Himachal Pradesh,2025,10,1773853.59,1770484.1,2819.21,550.28,6295262
Himachal Pradesh,2025,11,1820996.08,1818236.32,2551.72,208.04,6295262
Himachal Pradesh,2025,12,1342168.25,1339178.35,2364.21,625.69,6295262
Jammu & Kashmir,2015,1,135700.87,132970.11,2267.0,463.76,360559
