household_id,state,year,daily_water_liters_per_person,diet_profile,laundry_per_week,showers_per_week,bottled_water_per_week
1285,Karnataka,2019,197,Mixed,2,6,2
1286,Karnataka,2019,267,Vegetarian,4,9,1
1287,Karnataka,2019,150,Mixed,0,5,2
1288,Karnataka,2019,227,Vegetarian,0,2,1
1289,Karnataka,2019,198,High Dairy,4,7,1
1290,Karnataka,2019,241,Vegetarian,2,8,0
1291,Kerala,2019,196,Vegetarian,1,9,0
1292,Kerala,2019,115,Mixed,1,4,2
1293,Kerala,2019,195,Vegetarian,3,8,0
1294,Kerala,2019,208,Mixed,1,6,0
1295,Kerala,2019,157,High Meat,0,6,2
1296,Kerala,2019,220,High Dairy,1,13,1
1297,Kerala,2019,144,Vegetarian,3,12,0
1298,Kerala,2019,173,Vegetarian,1,9,1
1299,Kerala,2019,190,High Dairy,3,7,1
1300,Kerala,2019,234,Mixed,5,14,1
1301,Kerala,2019,180,Mixed,0,8,3
1302,Kerala,2019,154,Vegetarian,1,7,1
1303,Kerala,2019,185,High Dairy,5,9,0
1304,Kerala,2019,191,Mixed,6,7,0
1305,Kerala,2019,248,Vegetarian,0,4,2
1306,Kerala,2019,141,High Meat,1,8,1
1307,Kerala,2019,233,Mixed,1,12,2
1308,Kerala,2019,182,Vegetarian,2,6,1
1309,Kerala,2019,181,Mixed,1,6,0
1310,Kerala,2019,180,High Meat,0,4,0
1311,Kerala,2019,165,Vegetarian,1,12,2
1312,Kerala,2019,218,Mixed,2,5,0
1313,Kerala,2019,171,Vegetarian,3,7,0
1314,Kerala,2019,155,Mixed,2,7,1
1315,Kerala,2019,230,Mixed,2,8,1
1316,Kerala,2019,135,Mixed,1,7,2
1317,Kerala,2019,160,Mixed,4,7,3
1318,Kerala,2019,139,Mixed,1,6,1
1319,Kerala,2019,145,Mixed,3,5,2
1320,Kerala,2019,104,Mixed,0,6,0
1321,Madhya Pradesh,2019,174,Mixed,2,12,1
1322,Madhya Pradesh,2019,198,Vegetarian,1,6,0
1323,Madhya Pradesh,2019,175,Mixed,0,5,0
1324,Madhya Pradesh,2019,190,Mixed,2,2,0
1325,Madhya Pradesh,2019,143,Vegetarian,1,6,1
1326,Madhya Pradesh,2019,70,Vegetarian,0,4,1
1327,Madhya Pradesh,2019,194,Vegetarian,1,4,0
1328,Madhya Pradesh,2019,170,Vegetarian,2,7,0
1329,Madhya Pradesh,2019,131,High Meat,4,7,1
1330,Madhya Pradesh,2019,217,High Meat,3,7,4
1331,Madhya Pradesh,2019,143,Vegetarian,2,4,1
1332,Madhya Pradesh,2019,138,High Meat,1,6,2
1333,Madhya Pradesh,2019,171,Mixed,1,1,2
1334,Madhya Pradesh,2019,207,Mixed,1,5,1
1335,Madhya Pradesh,2019,167,Mixed,2,10,0
1336,Madhya Pradesh,2019,210,High Dairy,1,5,1
1337,Madhya Pradesh,2019,208,Vegetarian,1,8,0
1338,Madhya Pradesh,2019,107,Vegetarian,1,6,0
1339,Madhya Pradesh,2019,147,Mixed,2,5,0
1340,Madhya Pradesh,2019,223,Mixed,2,9,0
1341,Madhya Pradesh,2019,161,High Meat,2,2,1
1342,Madhya Pradesh,2019,140,Vegetarian,3,2,0
1343,Madhya Pradesh,2019,164,Mixed,2,7,0
1344,Madhya Pradesh,2019,159,Mixed,2,8,1
1345,Madhya Pradesh,2019,141,Mixed,2,8,1
1346,Madhya Pradesh,2019,208,Mixed,1,4,2
1347,Madhya Pradesh,2019,160,High Dairy,7,10,1
1348,Madhya Pradesh,2019,168,High Meat,2,5,1
1349,Madhya Pradesh,2019,133,Mixed,2,10,1
1350,Madhya Pradesh,2019,126,Mixed,2,6,0
1351,Maharashtra,2019,169,Mixed,4,9,3
1352,Maharashtra,2019,152,Mixed,1,6,0
1353,Maharashtra,2019,171,Mixed,0,9,1
1354,Maharashtra,2019,143,High Meat,0,3,0
1355,Maharashtra,2019,183,Mixed,0,5,0
1356,Maharashtra,2019,189,Mixed,2,6,0
1357,Maharashtra,2019,171,Mixed,3,5,0
1358,Maharashtra,2019,172,Mixed,1,8,1
1359,Maharashtra,2019,188,Mixed,3,10,2
1360,Maharashtra,2019,232,Vegetarian,4,8,0
1361,Maharashtra,2019,201,Mixed,0,8,2
1362,Maharashtra,2019,231,Mixed,1,9,0
1363,Maharashtra,2019,193,Mixed,1,8,1
1364,Maharashtra,2019,142,High Dairy,3,8,1
1365,Maharashtra,2019,165,Mixed,3,5,2
1366,Maharashtra,2019,193,Mixed,2,9,2
1367,Maharashtra,2019,154,Vegetarian,0,3,3
1368,Maharashtra,2019,132,Mixed,3,7,1
1369,Maharashtra,2019,160,Vegetarian,5,3,1
1370,Maharashtra,2019,138,Vegetarian,2,12,0
1371,Maharashtra,2019,175,Mixed,1,9,1
1372,Maharashtra,2019,185,Mixed,2,7,2
1373,Maharashtra,2019,138,Mixed,1,6,0
1374,Maharashtra,2019,225,Mixed,3,6,0
1375,Maharashtra,2019,111,Vegetarian,3,3,1
1376,Maharashtra,2019,104,High Dairy,1,5,0
1377,Maharashtra,2019,130,Vegetarian,0,4,2
1378,Maharashtra,2019,149,Mixed,1,4,2
1379,Maharashtra,2019,114,Vegetarian,4,9,0
1380,Maharashtra,2019,245,Mixed,2,1,2
1381,Manipur,2019,213,Mixed,0,10,1
1382,Manipur,2019,150,Vegetarian,1,8,0
1383,Manipur,2019,214,Mixed,2,7,2
1384,Manipur,2019,149,High Meat,0,3,0
1385,Manipur,2019,204,Mixed,2,10,2
1386,Manipur,2019,219,Vegetarian,1,10,2
1387,Manipur,2019,183,Mixed,3,2,2
1388,Manipur,2019,211,Mixed,3,4,1
1389,Manipur,2019,248,Mixed,3,8,1
1390,Manipur,2019,153,Mixed,1,7,0
1391,Manipur,2019,244,Mixed,0,7,0
1392,Manipur,2019,155,High Meat,3,12,1
1393,Manipur,2019,207,Vegetarian,1,4,0
1394,Manipur,2019,234,Vegetarian,2,6,2
1395,Manipur,2019,178,High Meat,1,8,1
1396,Manipur,2019,274,Vegetarian,3,9,1
1397,Manipur,2019,153,Vegetarian,3,8,1
1398,Manipur,2019,122,Mixed,2,5,0
1399,Manipur,2019,164,Mixed,4,8,1
1400,Manipur,2019,152,Mixed,4,2,2
1401,Manipur,2019,106,Mixed,4,6,3
1402,Manipur,2019,176,Mixed,2,8,0
1403,Manipur,2019,223,Mixed,1,4,1
1404,Manipur,2019,158,Mixed,2,7,0
1405,Manipur,2019,121,Mixed,3,6,1
1406,Manipur,2019,185,High Dairy,3,9,0
1407,Manipur,2019,202,Mixed,0,7,1
1408,Manipur,2019,189,Mixed,3,4,1
1409,Manipur,2019,167,Mixed,0,8,1
1410,Manipur,2019,156,Mixed,0,10,2
1411,Meghalaya,2019,198,Mixed,5,2,2
1412,Meghalaya,2019,172,High Meat,2,4,1
1413,Meghalaya,2019,129,High Meat,0,6,2
1414,Meghalaya,2019,275,Mixed,2,9,0
1415,Meghalaya,2019,126,Mixed,1,9,1
1416,Meghalaya,2019,226,Vegetarian,1,8,2
1417,Meghalaya,2019,157,Mixed,2,8,3
1418,Meghalaya,2019,142,Mixed,3,9,1
1419,Meghalaya,2019,135,Mixed,5,8,1
1420,Meghalaya,2019,183,Mixed,1,3,1
1421,Meghalaya,2019,148,Mixed,1,2,0
1422,Meghalaya,2019,219,Mixed,2,6,1
1423,Meghalaya,2019,141,Vegetarian,3,8,1
1424,Meghalaya,2019,227,Vegetarian,0,8,2
1425,Meghalaya,2019,242,Vegetarian,1,4,0
1426,Meghalaya,2019,165,Mixed,1,8,2
1427,Meghalaya,2019,157,Mixed,1,8,1
1428,Meghalaya,2019,145,Mixed,2,6,1
1429,Meghalaya,2019,202,High Meat,2,7,0
1430,Meghalaya,2019,195,High Dairy,0,8,1
1431,Meghalaya,2019,150,Mixed,1,6,0
1432,Meghalaya,2019,128,Vegetarian,5,7,0
1433,Meghalaya,2019,151,Mixed,0,8,2
1434,Meghalaya,2019,142,Mixed,1,7,0
1435,Meghalaya,2019,225,Vegetarian,1,6,1
1436,Meghalaya,2019,151,Mixed,3,12,2
1437,Meghalaya,2019,159,Mixed,3,9,3
1438,Meghalaya,2019,231,Vegetarian,2,5,1
1439,Meghalaya,2019,187,High Meat,0,7,1
1440,Meghalaya,2019,231,Vegetarian,1,8,2
1441,Mizoram,2019,179,Vegetarian,1,7,2
1442,Mizoram,2019,212,Mixed,1,8,0
1443,Mizoram,2019,171,Mixed,4,6,1
1444,Mizoram,2019,231,High Dairy,1,2,0
1445,Mizoram,2019,150,Mixed,2,10,0
1446,Mizoram,2019,166,Mixed,1,3,1
1447,Mizoram,2019,175,Mixed,3,1,1
1448,Mizoram,2019,194,Vegetarian,2,7,2
1449,Mizoram,2019,179,Mixed,2,7,0
1450,Mizoram,2019,191,Mixed,2,2,2
1451,Mizoram,2019,219,Vegetarian,2,7,1
1452,Mizoram,2019,173,Vegetarian,4,7,1
1453,Mizoram,2019,185,High Meat,2,8,2
1454,Mizoram,2019,246,Mixed,3,8,0
1455,Mizoram,2019,127,High Meat,3,6,1
1456,Mizoram,2019,214,Vegetarian,3,9,0
1457,Mizoram,2019,169,High Meat,3,5,1
1458,Mizoram,2019,186,Vegetarian,5,12,1
1459,Mizoram,2019,178,Vegetarian,1,7,1
1460,Mizoram,2019,185,Mixed,3,5,1
1461,Mizoram,2019,268,Vegetarian,2,7,1
1462,Mizoram,2019,232,Mixed,2,1,0
1463,Mizoram,2019,91,Vegetarian,1,4,1
1464,Mizoram,2019,187,High Dairy,5,4,1
1465,Mizoram,2019,185,Mixed,2,6,1
1466,Mizoram,2019,219,Mixed,1,4,0
1467,Mizoram,2019,176,Vegetarian,0,8,0
1468,Mizoram,2019,174,Vegetarian,2,8,2
1469,Mizoram,2019,200,Vegetarian,2,10,0
1470,Mizoram,2019,164,High Dairy,2,5,1
1471,Nagaland,2019,198,High Meat,1,11,2
1472,Nagaland,2019,114,Mixed,4,12,1
1473,Nagaland,2019,176,Mixed,2,7,0
1474,Nagaland,2019,177,Mixed,0,6,1
1475,Nagaland,2019,255,High Dairy,2,9,0
1476,Nagaland,2019,119,Mixed,0,4,3
1477,Nagaland,2019,171,Mixed,2,10,1
1478,Nagaland,2019,180,Vegetarian,1,5,0
1479,Nagaland,2019,188,High Dairy,1,8,1
1480,Nagaland,2019,146,Vegetarian,3,4,1
1481,Nagaland,2019,255,Vegetarian,1,9,2
1482,Nagaland,2019,128,Vegetarian,1,7,1
1483,Nagaland,2019,151,Vegetarian,2,4,2
1484,Nagaland,2019,187,Mixed,0,15,0
1485,Nagaland,2019,171,High Meat,2,4,0
1486,Nagaland,2019,139,Vegetarian,2,11,0
1487,Nagaland,2019,251,Mixed,2,9,3
1488,Nagaland,2019,235,High Meat,3,4,1
1489,Nagaland,2019,186,High Dairy,2,8,3
1490,Nagaland,2019,202,Vegetarian,6,1,2
1491,Nagaland,2019,169,Mixed,1,4,1
1492,Nagaland,2019,163,High Dairy,2,12,0
1493,Nagaland,2019,218,Mixed,3,5,2
1494,Nagaland,2019,167,Mixed,1,7,1
1495,Nagaland,2019,185,High Dairy,2,12,0
1496,Nagaland,2019,168,High Meat,2,7,2
1497,Nagaland,2019,173,Mixed,1,7,3
1498,Nagaland,2019,162,Mixed,2,8,2
1499,Nagaland,2019,176,Mixed,3,4,1
1500,Nagaland,2019,217,Vegetarian,6,2,0
1501,Odisha,2019,235,High Dairy,6,12,1
1502,Odisha,2019,178,Vegetarian,2,12,1
1503,Odisha,2019,189,High Dairy,1,7,0
1504,Odisha,2019,112,Vegetarian,2,4,3
1505,Odisha,2019,229,Mixed,2,7,2
1506,Odisha,2019,220,Mixed,1,6,1
1507,Odisha,2019,231,Mixed,4,10,2
1508,Odisha,2019,124,Mixed,4,5,1
1509,Odisha,2019,145,Mixed,1,4,0
1510,Odisha,2019,151,Vegetarian,3,9,1
1511,Odisha,2019,190,Mixed,4,6,1
1512,Odisha,2019,204,Mixed,4,7,3
1513,Odisha,2019,187,Vegetarian,3,6,0
1514,Odisha,2019,218,Vegetarian,1,7,1
1515,Odisha,2019,193,Vegetarian,3,6,2
1516,Odisha,2019,147,Mixed,3,6,2
1517,Odisha,2019,228,Mixed,3,6,2
1518,Odisha,2019,179,High Dairy,1,11,0
1519,Odisha,2019,172,Vegetarian,2,5,1
1520,Odisha,2019,203,Mixed,2,6,3
1521,Odisha,2019,165,High Meat,1,4,0
1522,Odisha,2019,117,Mixed,1,12,0
1523,Odisha,2019,158,Mixed,0,10,0
1524,Odisha,2019,260,High Dairy,0,6,0
1525,Odisha,2019,228,Vegetarian,3,7,2
1526,Odisha,2019,178,Vegetarian,1,10,2
1527,Odisha,2019,251,Mixed,0,13,1
1528,Odisha,2019,202,Vegetarian,1,9,0
1529,Odisha,2019,168,High Dairy,2,8,1
1530,Odisha,2019,110,Vegetarian,2,5,3
1531,Punjab,2019,233,Mixed,1,5,1
1532,Punjab,2019,246,Vegetarian,2,6,0
1533,Punjab,2019,141,Vegetarian,2,9,0
1534,Punjab,2019,176,Vegetarian,1,6,0
1535,Punjab,2019,204,Mixed,3,14,0
1536,Punjab,2019,178,Vegetarian,3,8,1
1537,Punjab,2019,153,Vegetarian,2,6,0
1538,Punjab,2019,173,Mixed,3,6,0
1539,Punjab,2019,187,Mixed,1,6,1
1540,Punjab,2019,216,Mixed,3,5,1
1541,Punjab,2019,151,Vegetarian,1,6,1
1542,Punjab,2019,192,Mixed,4,6,1
1543,Punjab,2019,257,Vegetarian,5,9,1
1544,Punjab,2019,199,Mixed,3,9,1
1545,Punjab,2019,156,High Dairy,1,13,0
1546,Punjab,2019,192,Mixed,1,7,3
1547,Punjab,2019,169,Mixed,5,9,0
1548,Punjab,2019,119,High Meat,3,8,1
1549,Punjab,2019,195,Vegetarian,2,9,3
1550,Punjab,2019,200,High Dairy,2,5,0
1551,Punjab,2019,126,Mixed,1,3,3
1552,Punjab,2019,187,Mixed,2,8,2
1553,Punjab,2019,139,Vegetarian,2,8,2
1554,Punjab,2019,212,High Meat,1,6,2
1555,Punjab,2019,176,Mixed,0,7,0
1556,Punjab,2019,182,Vegetarian,0,8,1
1557,Punjab,2019,119,Vegetarian,1,4,0
1558,Punjab,2019,180,High Meat,3,10,1
1559,Punjab,2019,92,Vegetarian,1,10,1
1560,Punjab,2019,163,High Dairy,1,12,2
1561,Rajasthan,2019,135,Vegetarian,5,8,1
1562,Rajasthan,2019,193,Vegetarian,2,6,0
1563,Rajasthan,2019,149,Vegetarian,2,3,0
1564,Rajasthan,2019,151,Vegetarian,4,10,3
1565,Rajasthan,2019,198,High Meat,3,5,1
1566,Rajasthan,2019,230,Mixed,2,5,1
1567,Rajasthan,2019,171,Vegetarian,1,4,0
1568,Rajasthan,2019,198,Vegetarian,1,6,0
1569,Rajasthan,2019,217,Mixed,3,4,1
1570,Rajasthan,2019,152,Mixed,2,13,3
1571,Rajasthan,2019,147,Vegetarian,1,6,0
1572,Rajasthan,2019,137,Vegetarian,2,4,2
1573,Rajasthan,2019,212,Vegetarian,3,4,2
1574,Rajasthan,2019,245,Mixed,2,10,0
1575,Rajasthan,2019,133,Mixed,2,8,3
1576,Rajasthan,2019,162,Mixed,2,13,1
1577,Rajasthan,2019,181,Mixed,4,5,0
1578,Rajasthan,2019,162,Mixed,3,2,1
1579,Rajasthan,2019,119,Mixed,1,7,0
1580,Rajasthan,2019,222,Vegetarian,4,7,1
1581,Rajasthan,2019,154,High Dairy,2,4,0
1582,Rajasthan,2019,175,Vegetarian,1,4,2
1583,Rajasthan,2019,182,Vegetarian,3,5,1
1584,Rajasthan,2019,184,Vegetarian,5,7,0
1585,Rajasthan,2019,197,High Meat,2,10,4
1586,Rajasthan,2019,187,Mixed,4,10,1
1587,Rajasthan,2019,194,Vegetarian,3,6,0
1588,Rajasthan,2019,198,Mixed,1,7,5
1589,Rajasthan,2019,181,High Meat,1,8,1
1590,Rajasthan,2019,138,Mixed,0,4,2
1591,Sikkim,2019,145,Mixed,2,4,1
1592,Sikkim,2019,130,Mixed,1,9,0
1593,Sikkim,2019,148,Vegetarian,2,8,2
1594,Sikkim,2019,203,High Dairy,3,6,0
1595,Sikkim,2019,200,Mixed,5,10,0
1596,Sikkim,2019,154,Vegetarian,2,4,1
1597,Sikkim,2019,195,Vegetarian,2,6,1
1598,Sikkim,2019,171,Mixed,2,14,1
1599,Sikkim,2019,201,Mixed,1,7,0
1600,Sikkim,2019,208,Vegetarian,2,6,1
1601,Sikkim,2019,127,Mixed,2,11,1
1602,Sikkim,2019,138,Vegetarian,4,10,0
1603,Sikkim,2019,204,Vegetarian,2,13,1
1604,Sikkim,2019,206,Vegetarian,5,5,0
1605,Sikkim,2019,220,High Meat,2,6,2
1606,Sikkim,2019,96,High Dairy,4,9,0
1607,Sikkim,2019,144,Mixed,2,5,1
1608,Sikkim,2019,228,Mixed,0,8,0
1609,Sikkim,2019,194,Mixed,2,9,0
1610,Sikkim,2019,183,Vegetarian,3,6,3
1611,Sikkim,2019,318,High Meat,1,4,2
1612,Sikkim,2019,168,Mixed,4,7,1
1613,Sikkim,2019,197,Vegetarian,2,5,0
1614,Sikkim,2019,181,Vegetarian,1,9,2
1615,Sikkim,2019,182,Mixed,1,12,1
1616,Sikkim,2019,201,Vegetarian,2,2,0
1617,Sikkim,2019,190,Mixed,1,3,0
1618,Sikkim,2019,182,Vegetarian,2,6,1
1619,Sikkim,2019,166,Mixed,5,10,0
1620,Sikkim,2019,210,Vegetarian,1,4,2
1621,Tamil Nadu,2019,166,Mixed,2,12,2
1622,Tamil Nadu,2019,201,High Dairy,1,3,1
1623,Tamil Nadu,2019,160,Vegetarian,0,7,0
1624,Tamil Nadu,2019,207,Vegetarian,4,8,2
1625,Tamil Nadu,2019,182,Vegetarian,0,9,1
1626,Tamil Nadu,2019,212,High Meat,2,6,0
1627,Tamil Nadu,2019,137,High Meat,3,11,2
1628,Tamil Nadu,2019,186,Vegetarian,1,8,2
1629,Tamil Nadu,2019,200,Mixed,1,7,2
1630,Tamil Nadu,2019,232,Mixed,2,5,2
1631,Tamil Nadu,2019,160,Vegetarian,2,8,1
1632,Tamil Nadu,2019,182,Mixed,0,7,3
1633,Tamil Nadu,2019,184,Mixed,1,8,0
1634,Tamil Nadu,2019,263,Mixed,3,8,1
1635,Tamil Nadu,2019,259,Mixed,2,7,0
1636,Tamil Nadu,2019,256,Vegetarian,2,8,0
1637,Tamil Nadu,2019,229,Vegetarian,2,5,1
1638,Tamil Nadu,2019,206,Vegetarian,3,12,3
1639,Tamil Nadu,2019,169,Mixed,1,5,2
1640,Tamil Nadu,2019,183,Vegetarian,1,10,0
1641,Tamil Nadu,2019,265,Vegetarian,0,5,1
1642,Tamil Nadu,2019,154,Vegetarian,3,5,0
1643,Tamil Nadu,2019,181,Mixed,2,8,1
1644,Tamil Nadu,2019,217,Vegetarian,1,6,1
1645,Tamil Nadu,2019,194,Vegetarian,3,2,1
1646,Tamil Nadu,2019,139,Mixed,0,8,0
1647,Tamil Nadu,2019,124,Mixed,1,6,2
1648,Tamil Nadu,2019,141,Mixed,3,11,1
1649,Tamil Nadu,2019,219,Mixed,2,8,2
1650,Tamil Nadu,2019,215,Mixed,3,5,1
1651,Telangana,2019,167,Vegetarian,2,8,0
1652,Telangana,2019,196,Mixed,1,5,3
1653,Telangana,2019,207,Mixed,2,8,0
1654,Telangana,2019,201,High Meat,3,7,1
1655,Telangana,2019,198,Mixed,2,7,2
1656,Telangana,2019,130,Mixed,3,5,1
1657,Telangana,2019,218,Mixed,3,8,1
1658,Telangana,2019,162,High Dairy,2,9,2
1659,Telangana,2019,167,High Meat,2,8,0
1660,Telangana,2019,148,Mixed,0,8,1
1661,Telangana,2019,209,Mixed,2,3,1
1662,Telangana,2019,168,Mixed,1,8,1
1663,Telangana,2019,103,High Dairy,1,7,1
1664,Telangana,2019,170,Mixed,2,8,0
1665,Telangana,2019,141,Mixed,1,5,2
1666,Telangana,2019,210,Mixed,3,10,0
1667,Telangana,2019,200,Mixed,1,3,2
1668,Telangana,2019,151,Mixed,2,7,0
1669,Telangana,2019,239,High Dairy,3,4,1
1670,Telangana,2019,190,Vegetarian,2,6,2
1671,Telangana,2019,168,Vegetarian,2,6,1
1672,Telangana,2019,177,Vegetarian,2,11,0
1673,Telangana,2019,132,Mixed,2,7,1
1674,Telangana,2019,233,Mixed,6,2,1
1675,Telangana,2019,210,Mixed,4,5,1
1676,Telangana,2019,245,High Dairy,3,4,2
1677,Telangana,2019,235,High Dairy,3,10,1
1678,Telangana,2019,222,Mixed,1,10,1
1679,Telangana,2019,146,Mixed,4,9,0
1680,Telangana,2019,194,High Meat,0,10,0
1681,Tripura,2019,163,High Dairy,1,4,3
1682,Tripura,2019,127,Mixed,1,3,2
1683,Tripura,2019,174,Mixed,2,5,2
1684,Tripura,2019,176,Mixed,1,9,0
1685,Tripura,2019,149,Vegetarian,0,3,0
1686,Tripura,2019,156,Mixed,2,11,0
1687,Tripura,2019,131,High Dairy,2,5,2
1688,Tripura,2019,157,Mixed,1,11,2
1689,Tripura,2019,232,Vegetarian,1,4,1
1690,Tripura,2019,162,High Dairy,3,2,0
1691,Tripura,2019,255,Mixed,3,4,2
1692,Tripura,2019,208,Mixed,2,4,1
1693,Tripura,2019,169,Mixed,3,7,0
1694,Tripura,2019,134,Mixed,2,7,2
1695,Tripura,2019,262,Vegetarian,2,9,2
1696,Tripura,2019,267,Mixed,1,7,2
1697,Tripura,2019,195,Mixed,4,5,2
1698,Tripura,2019,251,Vegetarian,3,9,0
1699,Tripura,2019,190,Vegetarian,1,7,0
1700,Tripura,2019,220,High Meat,2,5,2
1701,Tripura,2019,185,Mixed,1,7,0
1702,Tripura,2019,88,Mixed,0,4,0
1703,Tripura,2019,143,Mixed,1,6,2
1704,Tripura,2019,198,Mixed,5,9,0
1705,Tripura,2019,183,Mixed,2,6,2
1706,Tripura,2019,210,Mixed,3,8,1
1707,Tripura,2019,211,Vegetarian,2,8,1
1708,Tripura,2019,186,Vegetarian,3,4,1
1709,Tripura,2019,210,Vegetarian,3,5,0
1710,Tripura,2019,105,Vegetarian,3,5,0
1711,Uttar Pradesh,2019,114,Vegetarian,2,11,2
1712,Uttar Pradesh,2019,131,High Dairy,3,7,0
1713,Uttar Pradesh,2019,180,Mixed,3,8,2
1714,Uttar Pradesh,2019,172,Vegetarian,3,10,1
1715,Uttar Pradesh,2019,243,Mixed,1,11,1
1716,Uttar Pradesh,2019,171,Vegetarian,2,9,0
1717,Uttar Pradesh,2019,239,High Meat,1,8,2
1718,Uttar Pradesh,2019,224,Vegetarian,3,16,0
1719,Uttar Pradesh,2019,159,Mixed,4,12,0
1720,Uttar Pradesh,2019,218,Vegetarian,2,9,2
1721,Uttar Pradesh,2019,263,Vegetarian,2,11,1
1722,Uttar Pradesh,2019,168,Vegetarian,1,2,0
1723,Uttar Pradesh,2019,122,Vegetarian,1,5,1
1724,Uttar Pradesh,2019,123,Vegetarian,1,5,0
1725,Uttar Pradesh,2019,125,Mixed,3,6,0
1726,Uttar Pradesh,2019,94,Mixed,3,6,1
1727,Uttar Pradesh,2019,221,Vegetarian,2,12,4
1728,Uttar Pradesh,2019,195,Vegetarian,1,7,0
1729,Uttar Pradesh,2019,223,Mixed,4,6,1
1730,Uttar Pradesh,2019,257,Vegetarian,1,10,0
1731,Uttar Pradesh,2019,165,Vegetarian,3,6,0
1732,Uttar Pradesh,2019,168,Mixed,2,5,0
1733,Uttar Pradesh,2019,158,Vegetarian,0,11,0
1734,Uttar Pradesh,2019,166,Vegetarian,2,8,3
1735,Uttar Pradesh,2019,220,Vegetarian,1,12,0
1736,Uttar Pradesh,2019,163,Mixed,5,8,1
1737,Uttar Pradesh,2019,168,Vegetarian,4,7,0
1738,Uttar Pradesh,2019,195,Mixed,1,5,4
1739,Uttar Pradesh,2019,179,High Meat,4,6,2
1740,Uttar Pradesh,2019,106,Mixed,1,9,0
1741,Uttarakhand,2019,202,Vegetarian,1,7,1
1742,Uttarakhand,2019,203,Mixed,2,8,1
1743,Uttarakhand,2019,161,Mixed,2,7,1
1744,Uttarakhand,2019,207,Mixed,0,5,0
1745,Uttarakhand,2019,177,High Dairy,0,6,0
1746,Uttarakhand,2019,220,Vegetarian,4,4,0
1747,Uttarakhand,2019,200,High Meat,2,9,1
1748,Uttarakhand,2019,217,Mixed,3,5,0
1749,Uttarakhand,2019,261,Vegetarian,2,6,0
1750,Uttarakhand,2019,100,Vegetarian,2,8,1
1751,Uttarakhand,2019,175,High Dairy,2,8,1
1752,Uttarakhand,2019,209,Mixed,0,8,1
1753,Uttarakhand,2019,229,Mixed,0,10,0
1754,Uttarakhand,2019,214,Vegetarian,2,8,1
1755,Uttarakhand,2019,162,Vegetarian,5,10,1
1756,Uttarakhand,2019,213,Vegetarian,2,6,2
1757,Uttarakhand,2019,305,Mixed,0,7,1
1758,Uttarakhand,2019,254,High Dairy,2,7,0
1759,Uttarakhand,2019,250,Vegetarian,1,3,1
1760,Uttarakhand,2019,239,Mixed,0,10,0
1761,Uttarakhand,2019,159,Mixed,1,7,2
1762,Uttarakhand,2019,98,High Dairy,1,6,1
1763,Uttarakhand,2019,221,High Meat,0,6,1
1764,Uttarakhand,2019,123,Mixed,2,10,0
1765,Uttarakhand,2019,162,Vegetarian,2,6,0
1766,Uttarakhand,2019,213,Vegetarian,3,8,2
1767,Uttarakhand,2019,222,Mixed,1,4,3
1768,Uttarakhand,2019,76,Mixed,0,4,2
1769,Uttarakhand,2019,218,Mixed,2,7,1
1770,Uttarakhand,2019,144,Mixed,2,9,0
1771,West Bengal,2019,198,Mixed,1,7,1
1772,West Bengal,2019,171,Mixed,1,9,0
1773,West Bengal,2019,235,High Meat,4,7,1
1774,West Bengal,2019,186,High Dairy,4,6,0
1775,West Bengal,2019,240,Vegetarian,1,5,1
1776,West Bengal,2019,140,High Dairy,1,6,2
1777,West Bengal,2019,192,Mixed,3,5,3
1778,West Bengal,2019,90,Mixed,5,6,1
1779,West Bengal,2019,180,Mixed,4,5,1
1780,West Bengal,2019,222,High Meat,2,8,1
1781,West Bengal,2019,105,Vegetarian,1,10,1
1782,West Bengal,2019,177,Mixed,1,5,1
1783,West Bengal,2019,168,High Meat,3,13,0
1784,West Bengal,2019,194,Vegetarian,2,7,1
1785,West Bengal,2019,164,Mixed,1,5,2
1786,West Bengal,2019,135,Mixed,3,8,1
1787,West Bengal,2019,142,Mixed,5,6,2
1788,West Bengal,2019,77,Mixed,5,9,2
1789,West Bengal,2019,251,Mixed,0,5,2
1790,West Bengal,2019,143,Mixed,0,8,1
1791,West Bengal,2019,206,High Meat,2,7,2
1792,West Bengal,2019,126,Mixed,1,6,1
1793,West Bengal,2019,194,Mixed,3,10,1
1794,West Bengal,2019,234,Mixed,3,6,0
1795,West Bengal,2019,132,Mixed,1,10,0
1796,West Bengal,2019,169,Vegetarian,0,11,1
1797,West Bengal,2019,201,Vegetarian,5,3,2
1798,West Bengal,2019,165,Vegetarian,1,6,2
1799,West Bengal,2019,173,Vegetarian,1,5,2
1800,West Bengal,2019,232,High Meat,1,10,1
1801,Andhra Pradesh,2020,202,Vegetarian,2,12,1
1802,Andhra Pradesh,2020,219,Vegetarian,1,7,0
1803,Andhra Pradesh,2020,229,Vegetarian,2,11,1
1804,Andhra Pradesh,2020,144,Vegetarian,3,7,1
1805,Andhra Pradesh,2020,168,Mixed,2,9,1
1806,Andhra Pradesh,2020,192,Mixed,1,7,3
1807,Andhra Pradesh,2020,152,Mixed,1,9,2
1808,Andhra Pradesh,2020,157,Mixed,2,7,1
1809,Andhra Pradesh,2020,231,Vegetarian,3,9,0
1810,Andhra Pradesh,2020,128,High Dairy,2,3,1
1811,Andhra Pradesh,2020,144,Vegetarian,1,7,1
