state,crop,year,water_m3_per_ton
Chhattisgarh,Sugarcane,2013,14337.3
Chhattisgarh,Sugarcane,2014,17456.9
Chhattisgarh,Sugarcane,2015,15666.2
Chhattisgarh,Sugarcane,2016,16811.0
Chhattisgarh,Sugarcane,2017,15541.7
Chhattisgarh,Sugarcane,2018,13200.3
Chhattisgarh,Sugarcane,2019,11306.5
Chhattisgarh,Sugarcane,2020,10426.6
Chhattisgarh,Sugarcane,2021,19691.1
Chhattisgarh,Sugarcane,2022,15702.9
Chhattisgarh,Sugarcane,2023,15292.1
Chhattisgarh,Sugarcane,2024,13544.9
Chhattisgarh,Sugarcane,2025,15353.4
Chhattisgarh,Cotton,2010,7804.5
Chhattisgarh,Cotton,2011,7450.1
Chhattisgarh,Cotton,2012,5995.0
Chhattisgarh,Cotton,2013,6892.8
Chhattisgarh,Cotton,2014,7635.7
Chhattisgarh,Cotton,2015,6389.2
Chhattisgarh,Cotton,2016,6330.4
Chhattisgarh,Cotton,2017,6849.3
Chhattisgarh,Cotton,2018,6933.9
Chhattisgarh,Cotton,2019,7554.6
Chhattisgarh,Cotton,2020,5787.4
Chhattisgarh,Cotton,2021,6605.4
Chhattisgarh,Cotton,2022,8024.2
Chhattisgarh,Cotton,2023,7350.2
Chhattisgarh,Cotton,2024,5911.5
Chhattisgarh,Cotton,2025,7417.5
Chhattisgarh,Pulses,2010,1162.3
Chhattisgarh,Pulses,2011,1168.3
Chhattisgarh,Pulses,2012,1311.2
Chhattisgarh,Pulses,2013,1238.6
Chhattisgarh,Pulses,2014,1131.8
Chhattisgarh,Pulses,2015,1387.7
Chhattisgarh,Pulses,2016,1221.8
Chhattisgarh,Pulses,2017,1082.8
Chhattisgarh,Pulses,2018,1306.6
Chhattisgarh,Pulses,2019,1303.7
Chhattisgarh,Pulses,2020,1320.9
Chhattisgarh,Pulses,2021,1224.5
Chhattisgarh,Pulses,2022,1231.1
Chhattisgarh,Pulses,2023,1296.4
Chhattisgarh,Pulses,2024,1254.2
Chhattisgarh,Pulses,2025,990.7
Chhattisgarh,Soybean,2010,1081.4
Chhattisgarh,Soybean,2011,1064.8
Chhattisgarh,Soybean,2012,841.9
Chhattisgarh,Soybean,2013,923.5
Chhattisgarh,Soybean,2014,844.4
Chhattisgarh,Soybean,2015,863.6
Chhattisgarh,Soybean,2016,963.3
Chhattisgarh,Soybean,2017,946.8
Chhattisgarh,Soybean,2018,1074.6
Chhattisgarh,Soybean,2019,1106.7
Chhattisgarh,Soybean,2020,876.8
Chhattisgarh,Soybean,2021,1061.2
Chhattisgarh,Soybean,2022,868.1
Chhattisgarh,Soybean,2023,755.2
Chhattisgarh,Soybean,2024,923.4
Chhattisgarh,Soybean,2025,912.2
Chhattisgarh,Potato,2010,488.2
Chhattisgarh,Potato,2011,558.9
Chhattisgarh,Potato,2012,413.0
Chhattisgarh,Potato,2013,446.5
Chhattisgarh,Potato,2014,463.9
Chhattisgarh,Potato,2015,490.2
Chhattisgarh,Potato,2016,596.3
Chhattisgarh,Potato,2017,512.7
Chhattisgarh,Potato,2018,443.5
Chhattisgarh,Potato,2019,435.7
Chhattisgarh,Potato,2020,502.3
Chhattisgarh,Potato,2021,502.5
Chhattisgarh,Potato,2022,462.3
Chhattisgarh,Potato,2023,431.4
Chhattisgarh,Potato,2024,600.9
Chhattisgarh,Potato,2025,459.3
Chhattisgarh,Tea,2010,7139.7
Chhattisgarh,Tea,2011,7011.4
Chhattisgarh,Tea,2012,6141.7
Chhattisgarh,Tea,2013,4928.2
Chhattisgarh,Tea,2014,6846.8
Chhattisgarh,Tea,2015,6396.3
Chhattisgarh,Tea,2016,6556.1
Chhattisgarh,Tea,2017,5762.4
Chhattisgarh,Tea,2018,6219.3
Chhattisgarh,Tea,2019,6675.0
Chhattisgarh,Tea,2020,5694.7
Chhattisgarh,Tea,2021,5508.1
Chhattisgarh,Tea,2022,5124.8
Chhattisgarh,Tea,2023,6734.0
Chhattisgarh,Tea,2024,5253.1
Chhattisgarh,Tea,2025,5600.5
Chhattisgarh,Groundnut,2010,2036.8
Chhattisgarh,Groundnut,2011,1767.1
Chhattisgarh,Groundnut,2012,1923.7
Chhattisgarh,Groundnut,2013,1932.7
Chhattisgarh,Groundnut,2014,1883.1
Chhattisgarh,Groundnut,2015,2019.3
Chhattisgarh,Groundnut,2016,1845.2
Chhattisgarh,Groundnut,2017,2376.9
Chhattisgarh,Groundnut,2018,2344.6
Chhattisgarh,Groundnut,2019,2078.9
Chhattisgarh,Groundnut,2020,1945.1
Chhattisgarh,Groundnut,2021,1977.3
Chhattisgarh,Groundnut,2022,2014.2
Chhattisgarh,Groundnut,2023,1835.7
Chhattisgarh,Groundnut,2024,2215.3
Chhattisgarh,Groundnut,2025,1957.0
Delhi,Rice,2010,2564.8
Delhi,Rice,2011,2751.1
Delhi,Rice,2012,2675.7
Delhi,Rice,2013,2563.1
Delhi,Rice,2014,2675.0
Delhi,Rice,2015,2426.4
Delhi,Rice,2016,2996.5
Delhi,Rice,2017,2180.6
Delhi,Rice,2018,2356.7
Delhi,Rice,2019,2158.6
Delhi,Rice,2020,2117.4
Delhi,Rice,2021,2167.9
Delhi,Rice,2022,2700.5
Delhi,Rice,2023,2232.0
Delhi,Rice,2024,2748.1
Delhi,Rice,2025,2484.8
Delhi,Wheat,2010,1784.2
Delhi,Wheat,2011,1627.8
Delhi,Wheat,2012,1404.1
Delhi,Wheat,2013,1791.8
Delhi,Wheat,2014,1374.7
Delhi,Wheat,2015,1449.9
Delhi,Wheat,2016,1567.9
Delhi,Wheat,2017,1774.0
Delhi,Wheat,2018,1770.6
Delhi,Wheat,2019,1713.3
Delhi,Wheat,2020,1402.2
Delhi,Wheat,2021,1449.4
Delhi,Wheat,2022,1289.7
Delhi,Wheat,2023,1280.8
Delhi,Wheat,2024,1261.7
Delhi,Wheat,2025,1657.4
Delhi,Maize,2010,763.0
Delhi,Maize,2011,797.1
Delhi,Maize,2012,956.9
Delhi,Maize,2013,1025.9
Delhi,Maize,2014,729.7
Delhi,Maize,2015,849.6
Delhi,Maize,2016,864.3
Delhi,Maize,2017,1030.7
Delhi,Maize,2018,1106.1
Delhi,Maize,2019,724.7
Delhi,Maize,2020,856.2
Delhi,Maize,2021,756.2
Delhi,Maize,2022,992.8
Delhi,Maize,2023,808.2
Delhi,Maize,2024,833.0
Delhi,Maize,2025,800.2
Delhi,Sugarcane,2010,12774.1
Delhi,Sugarcane,2011,15660.5
Delhi,Sugarcane,2012,15633.1
Delhi,Sugarcane,2013,14457.1
Delhi,Sugarcane,2014,20446.1
Delhi,Sugarcane,2015,13837.7
Delhi,Sugarcane,2016,14076.2
Delhi,Sugarcane,2017,18691.7
Delhi,Sugarcane,2018,14810.4
Delhi,Sugarcane,2019,12818.8
Delhi,Sugarcane,2020,13295.1
Delhi,Sugarcane,2021,14152.8
Delhi,Sugarcane,2022,12528.3
Delhi,Sugarcane,2023,17197.1
Delhi,Sugarcane,2024,15457.5
Delhi,Sugarcane,2025,15266.3
Delhi,Cotton,2010,7882.3
Delhi,Cotton,2011,7360.0
Delhi,Cotton,2012,7313.5
Delhi,Cotton,2013,5867.6
Delhi,Cotton,2014,7153.2
Delhi,Cotton,2015,7858.4
Delhi,Cotton,2016,7139.9
Delhi,Cotton,2017,6792.4
Delhi,Cotton,2018,6549.3
Delhi,Cotton,2019,8099.9
Delhi,Cotton,2020,7317.7
Delhi,Cotton,2021,7390.5
Delhi,Cotton,2022,6590.5
Delhi,Cotton,2023,6367.5
Delhi,Cotton,2024,5271.5
Delhi,Cotton,2025,6044.8
Delhi,Pulses,2010,1063.0
Delhi,Pulses,2011,1357.0
Delhi,Pulses,2012,1248.9
Delhi,Pulses,2013,1439.4
Delhi,Pulses,2014,1231.0
Delhi,Pulses,2015,1083.8
Delhi,Pulses,2016,1069.4
Delhi,Pulses,2017,1160.4
Delhi,Pulses,2018,1438.0
Delhi,Pulses,2019,1161.6
Delhi,Pulses,2020,1056.6
Delhi,Pulses,2021,990.5
Delhi,Pulses,2022,1300.8
Delhi,Pulses,2023,1091.3
Delhi,Pulses,2024,1059.4
Delhi,Pulses,2025,1183.8
Delhi,Soybean,2010,742.6
Delhi,Soybean,2011,796.3
Delhi,Soybean,2012,983.7
Delhi,Soybean,2013,1119.8
Delhi,Soybean,2014,967.5
Delhi,Soybean,2015,883.4
Delhi,Soybean,2016,761.7
Delhi,Soybean,2017,1030.5
Delhi,Soybean,2018,940.4
Delhi,Soybean,2019,993.1
Delhi,Soybean,2020,860.7
Delhi,Soybean,2021,711.4
Delhi,Soybean,2022,1053.8
Delhi,Soybean,2023,931.2
Delhi,Soybean,2024,905.2
Delhi,Soybean,2025,814.6
Delhi,Potato,2010,416.0
Delhi,Potato,2011,549.5
Delhi,Potato,2012,412.4
Delhi,Potato,2013,483.9
Delhi,Potato,2014,383.6
Delhi,Potato,2015,392.9
Delhi,Potato,2016,527.8
Delhi,Potato,2017,429.0
Delhi,Potato,2018,596.6
Delhi,Potato,2019,498.6
Delhi,Potato,2020,407.1
Delhi,Potato,2021,472.4
Delhi,Potato,2022,461.6
Delhi,Potato,2023,423.8
Delhi,Potato,2024,500.9
Delhi,Potato,2025,534.5
Delhi,Tea,2010,5378.6
Delhi,Tea,2011,7046.7
Delhi,Tea,2012,5419.0
Delhi,Tea,2013,6901.7
Delhi,Tea,2014,5910.3
Delhi,Tea,2015,5309.0
Delhi,Tea,2016,5684.1
Delhi,Tea,2017,6993.5
Delhi,Tea,2018,5040.6
Delhi,Tea,2019,5975.1
Delhi,Tea,2020,6608.7
Delhi,Tea,2021,6053.9
Delhi,Tea,2022,4780.3
Delhi,Tea,2023,5640.4
Delhi,Tea,2024,5198.5
Delhi,Tea,2025,4353.5
Delhi,Groundnut,2010,1962.4
Delhi,Groundnut,2011,1743.2
Delhi,Groundnut,2012,2310.5
Delhi,Groundnut,2013,2140.1
Delhi,Groundnut,2014,2016.1
Delhi,Groundnut,2015,1843.6
Delhi,Groundnut,2016,1978.3
Delhi,Groundnut,2017,1499.3
Delhi,Groundnut,2018,1831.2
Delhi,Groundnut,2019,2046.2
Delhi,Groundnut,2020,1854.0
Delhi,Groundnut,2021,2146.1
Delhi,Groundnut,2022,1974.5
Delhi,Groundnut,2023,1840.9
Delhi,Groundnut,2024,1598.7
Delhi,Groundnut,2025,1695.1
Goa,Rice,2010,2406.6
Goa,Rice,2011,2583.8
Goa,Rice,2012,2233.7
Goa,Rice,2013,2519.0
Goa,Rice,2014,2366.4
Goa,Rice,2015,2494.6
Goa,Rice,2016,2393.4
Goa,Rice,2017,1938.9
Goa,Rice,2018,2780.3
Goa,Rice,2019,2612.7
Goa,Rice,2020,2276.7
Goa,Rice,2021,2841.8
Goa,Rice,2022,2219.6
Goa,Rice,2023,2854.5
Goa,Rice,2024,2356.5
Goa,Rice,2025,2013.7
Goa,Wheat,2010,1909.5
Goa,Wheat,2011,1659.0
Goa,Wheat,2012,1346.5
Goa,Wheat,2013,1587.9
Goa,Wheat,2014,1337.4
Goa,Wheat,2015,1397.6
Goa,Wheat,2016,1496.0
Goa,Wheat,2017,1422.5
Goa,Wheat,2018,1378.1
Goa,Wheat,2019,1410.5
Goa,Wheat,2020,1471.1
Goa,Wheat,2021,1247.4
Goa,Wheat,2022,1653.1
Goa,Wheat,2023,1233.1
Goa,Wheat,2024,1490.7
Goa,Wheat,2025,1652.7
Goa,Maize,2010,1215.7
Goa,Maize,2011,1084.1
Goa,Maize,2012,987.2
Goa,Maize,2013,904.9
Goa,Maize,2014,772.7
Goa,Maize,2015,719.1
Goa,Maize,2016,977.4
Goa,Maize,2017,968.6
Goa,Maize,2018,968.8
Goa,Maize,2019,1070.5
Goa,Maize,2020,909.3
Goa,Maize,2021,739.7
Goa,Maize,2022,849.0
Goa,Maize,2023,956.3
Goa,Maize,2024,1056.3
Goa,Maize,2025,1036.8
Goa,Sugarcane,2010,14961.3
Goa,Sugarcane,2011,16861.7
Goa,Sugarcane,2012,17631.7
Goa,Sugarcane,2013,13833.1
Goa,Sugarcane,2014,17168.3
Goa,Sugarcane,2015,16262.3
Goa,Sugarcane,2016,18107.5
Goa,Sugarcane,2017,14753.6
Goa,Sugarcane,2018,14338.1
Goa,Sugarcane,2019,14996.9
Goa,Sugarcane,2020,16407.1
Goa,Sugarcane,2021,15917.3
Goa,Sugarcane,2022,13372.3
Goa,Sugarcane,2023,15160.6
Goa,Sugarcane,2024,14736.7
Goa,Sugarcane,2025,12454.9
Goa,Cotton,2010,6122.9
Goa,Cotton,2011,6378.8
Goa,Cotton,2012,7870.8
Goa,Cotton,2013,8064.5
Goa,Cotton,2014,8385.3
Goa,Cotton,2015,6986.0
Goa,Cotton,2016,7790.7
Goa,Cotton,2017,8088.6
Goa,Cotton,2018,6535.9
Goa,Cotton,2019,6424.6
Goa,Cotton,2020,7416.9
Goa,Cotton,2021,7114.2
Goa,Cotton,2022,6717.9
Goa,Cotton,2023,6113.0
Goa,Cotton,2024,6953.6
Goa,Cotton,2025,7104.5
Goa,Pulses,2010,973.9
Goa,Pulses,2011,1392.2
Goa,Pulses,2012,1393.1
Goa,Pulses,2013,1116.1
Goa,Pulses,2014,1151.2
Goa,Pulses,2015,1416.0
Goa,Pulses,2016,1308.3
Goa,Pulses,2017,1202.7
Goa,Pulses,2018,1188.6
Goa,Pulses,2019,887.9
Goa,Pulses,2020,1058.9
Goa,Pulses,2021,1235.8
Goa,Pulses,2022,1178.9
Goa,Pulses,2023,1188.3
Goa,Pulses,2024,1191.1
Goa,Pulses,2025,1415.9
Goa,Soybean,2010,799.7
Goa,Soybean,2011,951.9
Goa,Soybean,2012,800.0
Goa,Soybean,2013,824.5
Goa,Soybean,2014,777.0
Goa,Soybean,2015,931.1
Goa,Soybean,2016,885.3
Goa,Soybean,2017,965.6
Goa,Soybean,2018,1046.4
Goa,Soybean,2019,880.5
Goa,Soybean,2020,597.2
Goa,Soybean,2021,880.6
Goa,Soybean,2022,1171.4
Goa,Soybean,2023,737.5
Goa,Soybean,2024,865.7
Goa,Soybean,2025,844.6
Goa,Potato,2010,512.9
Goa,Potato,2011,554.3
Goa,Potato,2012,542.5
Goa,Potato,2013,471.9
Goa,Potato,2014,542.1
Goa,Potato,2015,438.4
Goa,Potato,2016,453.4
Goa,Potato,2017,478.2
Goa,Potato,2018,418.6
Goa,Potato,2019,411.2
Goa,Potato,2020,452.5
Goa,Potato,2021,519.7
Goa,Potato,2022,573.1
Goa,Potato,2023,510.2
Goa,Potato,2024,462.4
Goa,Potato,2025,506.1
Goa,Tea,2010,5497.1
Goa,Tea,2011,4852.5
Goa,Tea,2012,6015.8
Goa,Tea,2013,5118.2
Goa,Tea,2014,6376.5
Goa,Tea,2015,4966.5
Goa,Tea,2016,5832.7
Goa,Tea,2017,6808.2
Goa,Tea,2018,5472.2
Goa,Tea,2019,5856.8
Goa,Tea,2020,6057.3
Goa,Tea,2021,5321.0
Goa,Tea,2022,5001.1
Goa,Tea,2023,5584.3
Goa,Tea,2024,6744.4
Goa,Tea,2025,6269.2
Goa,Groundnut,2010,1987.5
Goa,Groundnut,2011,2108.6
Goa,Groundnut,2012,2401.9
Goa,Groundnut,2013,1851.5
Goa,Groundnut,2014,2337.8
Goa,Groundnut,2015,1901.2
Goa,Groundnut,2016,1813.1
Goa,Groundnut,2017,1925.0
Goa,Groundnut,2018,1944.1
Goa,Groundnut,2019,2121.4
Goa,Groundnut,2020,1773.5
Goa,Groundnut,2021,2288.1
Goa,Groundnut,2022,1944.0
Goa,Groundnut,2023,1986.1
Goa,Groundnut,2024,2030.8
Goa,Groundnut,2025,1868.2
Gujarat,Rice,2010,2491.1
Gujarat,Rice,2011,3083.0
Gujarat,Rice,2012,2752.1
Gujarat,Rice,2013,2447.5
Gujarat,Rice,2014,2622.8
Gujarat,Rice,2015,2287.5
Gujarat,Rice,2016,2208.1
Gujarat,Rice,2017,2395.5
Gujarat,Rice,2018,2274.4
Gujarat,Rice,2019,2666.0
Gujarat,Rice,2020,2382.3
Gujarat,Rice,2021,2347.4
Gujarat,Rice,2022,2784.1
Gujarat,Rice,2023,2398.9
Gujarat,Rice,2024,2345.9
Gujarat,Rice,2025,2214.8
Gujarat,Wheat,2010,1445.6
Gujarat,Wheat,2011,1413.4
Gujarat,Wheat,2012,1319.2
Gujarat,Wheat,2013,1807.6
Gujarat,Wheat,2014,1797.6
Gujarat,Wheat,2015,1378.2
Gujarat,Wheat,2016,1663.5
Gujarat,Wheat,2017,1217.9
Gujarat,Wheat,2018,1445.9
Gujarat,Wheat,2019,1389.8
Gujarat,Wheat,2020,1938.2
Gujarat,Wheat,2021,1452.2
Gujarat,Wheat,2022,1516.4
Gujarat,Wheat,2023,1604.5
Gujarat,Wheat,2024,1559.9
Gujarat,Wheat,2025,1294.8
Gujarat,Maize,2010,858.8
Gujarat,Maize,2011,1039.4
Gujarat,Maize,2012,847.7
Gujarat,Maize,2013,1097.5
Gujarat,Maize,2014,770.1
Gujarat,Maize,2015,871.6
Gujarat,Maize,2016,941.8
Gujarat,Maize,2017,863.6
Gujarat,Maize,2018,862.0
Gujarat,Maize,2019,971.5
Gujarat,Maize,2020,835.2
Gujarat,Maize,2021,791.0
Gujarat,Maize,2022,916.8
Gujarat,Maize,2023,852.8
Gujarat,Maize,2024,789.5
Gujarat,Maize,2025,968.9
Gujarat,Sugarcane,2010,12849.8
Gujarat,Sugarcane,2011,15201.4
Gujarat,Sugarcane,2012,13803.8
Gujarat,Sugarcane,2013,16736.8
Gujarat,Sugarcane,2014,17987.9
Gujarat,Sugarcane,2015,14536.0
Gujarat,Sugarcane,2016,16672.7
Gujarat,Sugarcane,2017,14491.8
Gujarat,Sugarcane,2018,16753.0
Gujarat,Sugarcane,2019,15176.5
Gujarat,Sugarcane,2020,14464.1
Gujarat,Sugarcane,2021,16290.2
Gujarat,Sugarcane,2022,12884.6
Gujarat,Sugarcane,2023,19099.3
Gujarat,Sugarcane,2024,14513.6
Gujarat,Sugarcane,2025,17298.4
Gujarat,Cotton,2010,6911.9
Gujarat,Cotton,2011,6295.6
Gujarat,Cotton,2012,5870.2
Gujarat,Cotton,2013,6583.0
Gujarat,Cotton,2014,7337.9
Gujarat,Cotton,2015,6051.9
Gujarat,Cotton,2016,7104.5
Gujarat,Cotton,2017,7715.1
Gujarat,Cotton,2018,6366.3
Gujarat,Cotton,2019,8228.9
Gujarat,Cotton,2020,6607.7
Gujarat,Cotton,2021,6969.3
Gujarat,Cotton,2022,6532.1
Gujarat,Cotton,2023,5662.8
Gujarat,Cotton,2024,6532.9
Gujarat,Cotton,2025,5982.5
Gujarat,Pulses,2010,1029.3
Gujarat,Pulses,2011,1204.1
Gujarat,Pulses,2012,1139.3
Gujarat,Pulses,2013,945.3
Gujarat,Pulses,2014,1258.1
Gujarat,Pulses,2015,1285.3
Gujarat,Pulses,2016,883.5
Gujarat,Pulses,2017,1171.9
Gujarat,Pulses,2018,1449.0
Gujarat,Pulses,2019,1161.1
Gujarat,Pulses,2020,1018.1
Gujarat,Pulses,2021,1043.4
Gujarat,Pulses,2022,1346.1
Gujarat,Pulses,2023,1307.7
Gujarat,Pulses,2024,1336.9
Gujarat,Pulses,2025,1067.3
Gujarat,Soybean,2010,1097.2
Gujarat,Soybean,2011,879.6
Gujarat,Soybean,2012,997.2
Gujarat,Soybean,2013,786.5
Gujarat,Soybean,2014,871.5
Gujarat,Soybean,2015,946.6
Gujarat,Soybean,2016,944.0
Gujarat,Soybean,2017,882.9
Gujarat,Soybean,2018,916.8
Gujarat,Soybean,2019,1076.8
Gujarat,Soybean,2020,886.4
Gujarat,Soybean,2021,846.6
Gujarat,Soybean,2022,1062.2
Gujarat,Soybean,2023,899.5
Gujarat,Soybean,2024,832.9
Gujarat,Soybean,2025,988.4
Gujarat,Potato,2010,486.4
Gujarat,Potato,2011,545.0
Gujarat,Potato,2012,518.0
Gujarat,Potato,2013,498.1
Gujarat,Potato,2014,551.1
Gujarat,Potato,2015,519.9
Gujarat,Potato,2016,505.5
Gujarat,Potato,2017,492.9
Gujarat,Potato,2018,485.8
Gujarat,Potato,2019,485.8
Gujarat,Potato,2020,534.5
Gujarat,Potato,2021,453.8
Gujarat,Potato,2022,483.9
Gujarat,Potato,2023,541.9
Gujarat,Potato,2024,511.4
Gujarat,Potato,2025,463.3
Gujarat,Tea,2010,5813.5
Gujarat,Tea,2011,7260.6
Gujarat,Tea,2012,5562.7
Gujarat,Tea,2013,5541.1
Gujarat,Tea,2014,6456.0
Gujarat,Tea,2015,6679.0
Gujarat,Tea,2016,5272.2
Gujarat,Tea,2017,5174.7
Gujarat,Tea,2018,4556.2
Gujarat,Tea,2019,5667.2
Gujarat,Tea,2020,5357.1
Gujarat,Tea,2021,6130.0
Gujarat,Tea,2022,5437.4
Gujarat,Tea,2023,6773.7
Gujarat,Tea,2024,5922.6
Gujarat,Tea,2025,6325.1
Gujarat,Groundnut,2010,2325.8
Gujarat,Groundnut,2011,1959.3
Gujarat,Groundnut,2012,1717.2
Gujarat,Groundnut,2013,1513.3
Gujarat,Groundnut,2014,1923.9
Gujarat,Groundnut,2015,1588.4
Gujarat,Groundnut,2016,1912.0
Gujarat,Groundnut,2017,2076.1
Gujarat,Groundnut,2018,1923.3
Gujarat,Groundnut,2019,1711.0
Gujarat,Groundnut,2020,1647.8
Gujarat,Groundnut,2021,2148.9
Gujarat,Groundnut,2022,2334.1
Gujarat,Groundnut,2023,1634.9
Gujarat,Groundnut,2024,1688.7
Gujarat,Groundnut,2025,1657.3
Haryana,Rice,2010,2339.6
Haryana,Rice,2011,2472.5
Haryana,Rice,2012,2576.8
Haryana,Rice,2013,2261.0
Haryana,Rice,2014,2013.7
Haryana,Rice,2015,3033.0
Haryana,Rice,2016,2495.1
Haryana,Rice,2017,2617.9
Haryana,Rice,2018,2272.1
Haryana,Rice,2019,2341.6
Haryana,Rice,2020,2814.1
Haryana,Rice,2021,2151.2
Haryana,Rice,2022,2412.1
Haryana,Rice,2023,2436.6
Haryana,Rice,2024,2454.0
Haryana,Rice,2025,2812.9
Haryana,Wheat,2010,1205.8
Haryana,Wheat,2011,1476.1
Haryana,Wheat,2012,1548.2
Haryana,Wheat,2013,1082.7
Haryana,Wheat,2014,1157.0
Haryana,Wheat,2015,1498.3
Haryana,Wheat,2016,1482.3
Haryana,Wheat,2017,1909.4
Haryana,Wheat,2018,1487.9
Haryana,Wheat,2019,1510.9
Haryana,Wheat,2020,1380.2
Haryana,Wheat,2021,1657.6
Haryana,Wheat,2022,1410.0
Haryana,Wheat,2023,1662.8
Haryana,Wheat,2024,1597.0
Haryana,Wheat,2025,1543.8
Haryana,Maize,2010,802.0
Haryana,Maize,2011,853.3
Haryana,Maize,2012,991.5
Haryana,Maize,2013,824.9
Haryana,Maize,2014,819.8
Haryana,Maize,2015,1068.0
Haryana,Maize,2016,909.9
Haryana,Maize,2017,978.2
Haryana,Maize,2018,870.3
Haryana,Maize,2019,912.5
Haryana,Maize,2020,860.9
Haryana,Maize,2021,780.7
Haryana,Maize,2022,784.1
Haryana,Maize,2023,962.6
Haryana,Maize,2024,1132.3
Haryana,Maize,2025,764.6
Haryana,Sugarcane,2010,13475.1
Haryana,Sugarcane,2011,13652.4
Haryana,Sugarcane,2012,13771.5
Haryana,Sugarcane,2013,15606.4
Haryana,Sugarcane,2014,12488.9
Haryana,Sugarcane,2015,14666.6
Haryana,Sugarcane,2016,16384.0
Haryana,Sugarcane,2017,12914.8
Haryana,Sugarcane,2018,15634.4
Haryana,Sugarcane,2019,12791.0
Haryana,Sugarcane,2020,12046.7
Haryana,Sugarcane,2021,17941.2
Haryana,Sugarcane,2022,14439.8
Haryana,Sugarcane,2023,13065.9
Haryana,Sugarcane,2024,16291.8
Haryana,Sugarcane,2025,12801.8
Haryana,Cotton,2010,6476.2
Haryana,Cotton,2011,7465.0
Haryana,Cotton,2012,6406.7
Haryana,Cotton,2013,9038.7
Haryana,Cotton,2014,7473.2
Haryana,Cotton,2015,7046.6
Haryana,Cotton,2016,8590.6
Haryana,Cotton,2017,6475.6
Haryana,Cotton,2018,6390.2
Haryana,Cotton,2019,7613.1
Haryana,Cotton,2020,7632.6
Haryana,Cotton,2021,5368.5
Haryana,Cotton,2022,8592.0
Haryana,Cotton,2023,6636.6
Haryana,Cotton,2024,7210.9
Haryana,Cotton,2025,5989.1
Haryana,Pulses,2010,1113.1
Haryana,Pulses,2011,1505.4
Haryana,Pulses,2012,1095.3
Haryana,Pulses,2013,967.0
Haryana,Pulses,2014,1196.7
Haryana,Pulses,2015,1732.2
Haryana,Pulses,2016,1171.0
Haryana,Pulses,2017,1362.5
Haryana,Pulses,2018,1535.6
Haryana,Pulses,2019,943.2
Haryana,Pulses,2020,1112.2
Haryana,Pulses,2021,959.9
Haryana,Pulses,2022,1263.3
Haryana,Pulses,2023,1497.8
Haryana,Pulses,2024,1371.1
Haryana,Pulses,2025,1194.1
Haryana,Soybean,2010,799.8
Haryana,Soybean,2011,761.7
Haryana,Soybean,2012,1095.4
Haryana,Soybean,2013,966.9
Haryana,Soybean,2014,900.8
Haryana,Soybean,2015,846.3
Haryana,Soybean,2016,953.0
Haryana,Soybean,2017,730.8
Haryana,Soybean,2018,778.9
Haryana,Soybean,2019,872.5
Haryana,Soybean,2020,949.5
Haryana,Soybean,2021,840.3
Haryana,Soybean,2022,888.8
Haryana,Soybean,2023,1013.5
Haryana,Soybean,2024,1133.7
Haryana,Soybean,2025,959.6
Haryana,Potato,2010,472.6
Haryana,Potato,2011,431.9
Haryana,Potato,2012,485.9
Haryana,Potato,2013,404.4
Haryana,Potato,2014,540.8
Haryana,Potato,2015,435.1
Haryana,Potato,2016,543.2
Haryana,Potato,2017,540.9
Haryana,Potato,2018,431.7
Haryana,Potato,2019,501.6
Haryana,Potato,2020,615.2
Haryana,Potato,2021,421.1
Haryana,Potato,2022,500.3
Haryana,Potato,2023,407.2
Haryana,Potato,2024,506.4
Haryana,Potato,2025,486.6
Haryana,Tea,2010,4755.6
Haryana,Tea,2011,5482.6
Haryana,Tea,2012,6296.8
Haryana,Tea,2013,5984.0
Haryana,Tea,2014,6580.5
Haryana,Tea,2015,5029.6
Haryana,Tea,2016,5834.8
Haryana,Tea,2017,5031.0
Haryana,Tea,2018,6198.2
Haryana,Tea,2019,6535.4
Haryana,Tea,2020,4844.6
Haryana,Tea,2021,5233.9
Haryana,Tea,2022,6066.4
Haryana,Tea,2023,5062.1
Haryana,Tea,2024,6141.9
Haryana,Tea,2025,7484.6
Haryana,Groundnut,2010,2164.1
Haryana,Groundnut,2011,2117.1
Haryana,Groundnut,2012,1693.0
Haryana,Groundnut,2013,1989.1
Haryana,Groundnut,2014,2169.8
Haryana,Groundnut,2015,1880.3
Haryana,Groundnut,2016,1923.0
Haryana,Groundnut,2017,1769.5
Haryana,Groundnut,2018,1766.4
Haryana,Groundnut,2019,2279.1
Haryana,Groundnut,2020,1751.2
Haryana,Groundnut,2021,1883.3
Haryana,Groundnut,2022,2070.6
Haryana,Groundnut,2023,2062.0
Haryana,Groundnut,2024,1830.6
Haryana,Groundnut,2025,2167.8
Himachal Pradesh,Rice,2010,2818.9
Himachal Pradesh,Rice,2011,3377.6
Himachal Pradesh,Rice,2012,2301.4
Himachal Pradesh,Rice,2013,2203.9
Himachal Pradesh,Rice,2014,2118.3
Himachal Pradesh,Rice,2015,2560.0
Himachal Pradesh,Rice,2016,2784.5
Himachal Pradesh,Rice,2017,2752.0
Himachal Pradesh,Rice,2018,2159.2
Himachal Pradesh,Rice,2019,2498.3
Himachal Pradesh,Rice,2020,2608.9
Himachal Pradesh,Rice,2021,2211.8
Himachal Pradesh,Rice,2022,2829.6
Himachal Pradesh,Rice,2023,2191.9
